bhk,rent,size,area_type,city,furnishing_status,tenant_preferred,bathroom,point_of_contact,posted_on,floor_level,suburb,id
3,37000,150,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,Contact Agent,July,1,Jubilee Hills,3105
1,6500,750,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,2,Bapu Nagar,3106
2,10000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Borabanda,3107
2,12000,1080,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Habsiguda,3108
2,12000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,April,3,Nizampet,3109
2,9000,750,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Alwal,3110
3,60000,2405,Super Area,Hyderabad,Semi-Furnished,Bachelors,4,Contact Agent,July,10,Nehru Outer Ring Rd,3111
2,18000,1248,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,April,4,Kothapet,3112
3,50000,2300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,2,Ashok Nagar,3113
2,17000,1000,Carpet Area,Hyderabad,Furnished,Bachelors,2,Contact Owner,July,3,NH 65,3114
2,9000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,4,Bowenpally,3115
1,7500,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,NH 65,3116
2,14000,950,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,5,NH 65,3117
2,14000,1374,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,2,Tirumalagiri,3118
1,6500,450,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Owner,July,2,NH 65,3119
2,10000,927,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,3,Bachupally,3120
3,22000,1500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,June,4,Nehru Outer Ring Rd,3121
2,15000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,1,Attapur,3122
3,52000,2800,Carpet Area,Hyderabad,Furnished,Family,3,Contact Agent,July,16,Nehru Outer Ring Rd,3123
1,6500,562,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,3,Amberpet,3124
2,20000,1500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Toli Chowki,3125
3,25000,1950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,Ground,Kondapur,3126
3,14000,1360,Super Area,Hyderabad,Furnished,Bachelors,2,Contact Owner,July,3,Ghatkesar,3127
2,12500,950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Kachiguda,3128
2,12000,780,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,July,3,5,3129
1,10000,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,1,NH 44,3130
2,17000,1050,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,3,Ashok Nagar,3131
1,15500,600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,1,Contact Agent,July,Upper,Kondapur,3132
3,65000,1800,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,May,Ground,NH 65,3133
3,60000,1800,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Agent,July,14,Gachibowli,3134
3,45000,1900,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent,July,4,Gachibowli,3135
2,10500,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,3,Safilguda,3136
2,9000,200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,BHEL,3137
2,20000,1200,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,July,2,Kondapur,3138
3,18000,1600,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,May,2,NH 44,3139
2,12000,1150,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Nizampet,3140
2,12000,130,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Subhash Nagar,3141
3,28000,1720,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,April,4,Nehru Outer Ring Rd,3142
1,6000,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,April,1,NH 65,3143
2,12500,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,2,Mehdipatnam,3144
4,31000,2400,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Owner,May,2,Upperpally,3145
2,7000,800,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,May,3,Boduppal,3146
2,22000,1300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,4,NH 44,3147
2,17500,1400,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,April,4,NH 65,3148
2,14000,650,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,1,Karimnagar - Hyderabad Hwy,3149
2,9500,103,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,2,Boduppal,3150
1,7000,950,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,April,1,Kothapet,3151
3,15000,1550,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,5,NH 65,3152
2,10000,140,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,2,PV Narasimha Rao Expy,3153
4,85000,2550,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,4,Contact Agent,July,2,NH 65,3154
1,5500,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Vikas Nagar,3155
2,14000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,NH 65,3156
2,10000,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,NH 65,3157
2,10000,1300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Safilguda,3158
2,13000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,NH 65,3159
3,20000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,May,2,Toli Chowki,3160
1,7500,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,2,PV Narasimha Rao Expy,3161
1,200000,8000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,10,Contact Owner,June,Ground,NH 65,3162
2,12000,1100,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,NH 65,3163
2,10000,1800,Super Area,Hyderabad,Unfurnished,Family,2,Contact Owner,May,2,Boduppal,3164
3,16000,1350,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,1,Saidabad,3165
2,12333,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,Ground,Alwal,3166
2,16000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,Ground,Nehru Outer Ring Rd,3167
3,20000,1400,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,April,4,Saidabad,3168
3,14000,1300,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,June,2,Rock Town Residents Colony,3169
1,13900,650,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Suraram,3170
1,5500,500,Super Area,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,April,2,Vidya Nagar,3171
2,9000,875,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,April,4,Attapur,3172
1,4700,850,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,3,Boduppal,3173
3,30000,1730,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,7,Nalagandla,3174
3,16500,1500,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,May,2,Kompally,3175
2,9500,900,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,1,Peerzadiguda,3176
2,12000,925,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,NH 65,3177
2,15000,1500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,2,NH 65,3178
3,22500,1600,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,June,1,Tarnaka,3179
3,32000,1300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Agent,June,2,NH 65,3180
2,10000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Sainikpuri,3181
2,13000,133,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Bowenpally,3182
2,7000,950,Super Area,Hyderabad,Unfurnished,Family,2,Contact Owner,July,Ground,Rampally,3183
3,12000,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,3,Santosh Nagar,3184
2,7500,950,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Kothapet,3185
2,15000,1095,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,4,Nehru Outer Ring Rd,3186
1,8000,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,July,3,Chanda Nagar,3187
3,25000,2210,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,June,4,Nalagandla,3188
3,26000,1450,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,June,4,Madhapur,3189
3,15000,192,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,2,Medchal Rd,3190
1,3000,80,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,July,Ground,Rodamestri Nagar,3191
2,12500,1315,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Ameenpur,3192
3,42000,1600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,2,Jubilee Hills,3193
2,20000,1450,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,NH 65,3194
3,40000,1900,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,2,Film Nagar,3195
3,45000,2600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,2,NH 65,3196
1,8500,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,Ground,NH 65,3197
2,15000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,4,NH 65,3198
2,14000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,Ground,NH 65,3199
2,10000,1400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,NH 65,3200
3,55000,2000,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent,June,Ground,Gachibowli,3201
2,27000,1230,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,May,1,Puppalguda,3202
2,16000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Chintalkunta,3203
2,14000,850,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,June,4,Serilingampalle (M),3204
2,10000,1300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Nagaram,3205
4,150000,4761,Super Area,Hyderabad,Semi-Furnished,Family,5,Contact Agent,July,14,NH 65,3206
2,16000,1250,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Pragathi Nagar,3207
1,6000,100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Borabanda,3208
3,26000,1550,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,June,4,NH 65,3209
2,13000,1300,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,2,Sainikpuri,3210
3,28000,1600,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,June,5,Bandlaguda Jagir,3211
2,8500,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,June,Ground,Medipally,3212
2,12500,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Kompally,3213
3,25000,1970,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,June,5,Kompally,3214
2,12000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,June,4,SC,3215
3,15000,1500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,June,1,Bowenpally,3216
3,30000,1940,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,3,Contact Owner,July,1,NH 65,3217
2,7500,100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Amberpet,3218
1,12000,300,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,2,Gachibowli,3219
2,15000,980,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,3,Langar Houz,3220
3,20000,1250,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Qutub Shahi Tombs,3221
2,11000,1000,Carpet Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,July,Ground,NH 65,3222
2,15000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Mehdipatnam,3223
3,17000,1800,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,June,Ground,Bandlaguda Jagir,3224
3,20000,1500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,July,1,Peeramcheru,3225
2,12000,1050,Super Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,July,3,Hyderabad,3226
2,25000,1100,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,June,1,Upperpally,3227
2,11500,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,2,Attapur,3228
2,6500,700,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Meerpet,3229
1,10000,750,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,1,Nehru Outer Ring Rd,3230
1,6000,450,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,2,Sainikpuri,3231
3,14000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,NH 65,3232
3,34000,1500,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent,July,2,Gachibowli,3233
2,15000,1550,Super Area,Hyderabad,Furnished,Family,2,Contact Owner,May,Ground,NH 65,3234
2,20000,1450,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,NH 65,3235
2,9500,650,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,3,NH 65,3236
2,10000,650,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,3,NH 65,3237
3,30000,1500,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,June,5,Kondapur,3238
2,13000,900,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,June,2,Puppalguda,3239
3,45000,1645,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,8,Nehru Outer Ring Rd,3240
2,25000,1250,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,Ground,Nehru Outer Ring Rd,3241
2,19000,1000,Carpet Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,May,1,Nehru Outer Ring Rd,3242
2,15000,1150,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,4,Suchitra Rd,3243
2,15000,110,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Mehdipatnam,3244
2,10000,103,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,Ground,Sainikpuri,3245
2,10000,1050,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,June,4,NH 65,3246
1,6500,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,2,Bandlaguda Jagir,3247
1,10000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Jubilee Hills,3248
1,8000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Pragathi Nagar,3249
1,3300,200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Moula Ali,3250
2,12000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Upperpally,3251
2,20000,900,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,NH 44,3252
2,12000,800,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,Ground,Bandlaguda Jagir,3253
3,20000,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,A-1,3254
3,70000,3200,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Agent,June,11,Financial District,3255
1,8500,550,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,NH 65,3256
1,8000,540,Carpet Area,Hyderabad,Unfurnished,Family,1,Contact Owner,June,4,NH 65,3257
1,8000,400,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Nagole,3258
2,13000,1225,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,May,2,Chevella Rd,3259
3,15500,1430,Carpet Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,June,1,A. S. Rao Nagar,3260
2,30000,1200,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,July,2,Nanakaramguda,3261
2,10000,1197,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Dammaiguda,3262
2,18000,1150,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Agent,July,2,Kondapur,3263
1,12000,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,4,Kondapur,3264
2,9000,1200,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Gandhamguda Rd,3265
1,6000,500,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Gajularamaram,3266
3,32000,1600,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,May,3,Raj Bhavan Rd,3267
2,36000,1100,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,July,1,Madhapur,3268
2,17000,1220,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,1,Masab Tank,3269
3,20000,1500,Super Area,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,June,2,Habsiguda,3270
1,9000,500,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,4,KPHB Road,3271
3,17000,100,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,May,1,Masab Tank,3272
2,19500,1140,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,June,Ground,NH 65,3273
2,25000,1100,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,May,2,Masab Tank,3274
3,14000,1400,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,3,Medchal Rd,3275
2,16000,1350,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,3,NH 65,3276
2,15000,180,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Kachiguda,3277
2,13000,1250,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,NH 65,3278
2,12000,1300,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,2,Peeramcheru,3279
2,12000,840,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,July,2,Old Nallakunta,3280
2,7500,1200,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Dammaiguda,3281
2,13000,700,Super Area,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,May,3,Habsiguda,3282
4,52000,2700,Super Area,Hyderabad,Furnished,Bachelors/Family,4,Contact Owner,May,11,Gachibowli,3283
2,22000,1100,Carpet Area,Hyderabad,Furnished,Family,2,Contact Agent,July,1,NH 65,3284
2,18000,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,April,Ground,Hyderabad,3285
2,7000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,3,Contact Owner,June,1,NH 65,3286
3,16500,1600,Super Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,June,2,Attapur,3287
3,13000,1550,Carpet Area,Hyderabad,Unfurnished,Bachelors,3,Contact Owner,May,1,Bandlaguda Jagir,3288
1,6000,600,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Amberpet,3289
2,21000,1100,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,July,4,NH 44,3290
3,10000,1000,Carpet Area,Hyderabad,Furnished,Family,2,Contact Owner,May,2,Nehru Outer Ring Rd,3291
2,12000,1000,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Kothapet,3292
3,30000,1800,Carpet Area,Hyderabad,Unfurnished,Bachelors/Family,3,Contact Owner,July,5,NH 44,3293
2,15000,1300,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Agent,July,3,Kondapur,3294
2,10000,1100,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,Ground,Kapra,3295
2,9000,950,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Chanda Nagar,3296
2,10000,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors,2,Contact Owner,July,2,Rock Town Residents Colony,3297
2,8000,1200,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,NH 65,3298
6,60000,2800,Super Area,Hyderabad,Furnished,Bachelors/Family,7,Contact Owner,June,Ground,Boduppal,3299
2,8000,550,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,2,Attapur,3300
2,8500,1000,Carpet Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Medipally,3301
2,7500,800,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Pragathi Nagar,3302
2,5000,600,Super Area,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Meerpet,3303
3,30000,1800,Carpet Area,Hyderabad,Unfurnished,Family,3,Contact Owner,July,5,NH 44,3304
2,12000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,2,Ram Nagar,3305
2,15500,1100,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,3,Kachiguda,3306
3,26000,1450,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,April,4,Serilingampalle (M),3307
1,8000,550,Super Area,Hyderabad,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,2,MG Road,3308
2,12000,933,Super Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,June,2,Kompally,3309
2,10000,1030,Super Area,Hyderabad,Semi-Furnished,Family,2,Contact Owner,June,3,A. S. Rao Nagar,3310
3,20000,1150,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,May,2,Pragathi Nagar,3311
2,12500,850,Carpet Area,Hyderabad,Unfurnished,Bachelors,2,Contact Owner,June,Ground,Prem Nagar,3312
2,18000,1000,Super Area,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,June,2,Kondapur,3313
3,21000,1400,Carpet Area,Hyderabad,Semi-Furnished,Family,3,Contact Owner,June,3,NH 65,3314
3,95000,2700,Carpet Area,Hyderabad,Furnished,Bachelors,3,Contact Agent,July,23,Gachibowli,3315
